C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_103.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_103.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_103.jpg,0,0,0,11.59364
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_172.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_172.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_172.jpg,0,0,0,11.49865
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_250.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_250.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_250.jpg,0,0,0,11.4038
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_332.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_332.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_332.jpg,0,0,0,11.31327
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_399.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_399.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_399.jpg,0,0,0,11.32538
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_469.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_469.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_469.jpg,0,0,0,11.24165
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_551.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_551.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_551.jpg,0,0,0,11.15378
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_619.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_619.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_619.jpg,0,0,0,11.08642
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_690.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_690.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_690.jpg,0,0,0,10.99731
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_773.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_773.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_773.jpg,0,0,0,10.90891
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_842.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_842.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_842.jpg,0,0,0,10.84308
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_912.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_912.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_912.jpg,0,0,0,10.75592
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_41_981.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_41_981.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_41_981.jpg,0,0,0,10.69101
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_42_048.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_42_048.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_42_048.jpg,0,0,0,10.60508
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_42_115.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_42_115.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_42_115.jpg,0,0,0,10.54108
C:\Users\mohamad\Desktop\Car_Data\IMG\center_2021_01_03_21_55_42_198.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\left_2021_01_03_21_55_42_198.jpg,C:\Users\mohamad\Desktop\Car_Data\IMG\right_2021_01_03_21_55_42_198.jpg,0,0,0,10.45635
